location,location_name,inc,type,forecast_date,forecast_time,forecast_week,expert,median,shape_log_normal,horizon,target_end_date,zero_baseline,forecaster_id
GM,Germany,incident,cases,2020-10-11T00:00:00Z,2020-10-11T17:29:58.907267Z,42,TRUE,24918,0.12,1,2020-10-17T00:00:00Z,TRUE,332193
GM,Germany,incident,cases,2020-10-11T00:00:00Z,2020-10-11T17:29:58.907267Z,42,TRUE,27140,0.15,2,2020-10-24T00:00:00Z,TRUE,332193
GM,Germany,incident,cases,2020-10-11T00:00:00Z,2020-10-11T17:29:58.907267Z,42,TRUE,29101.4618464851,0.18,3,2020-10-31T00:00:00Z,TRUE,332193
GM,Germany,incident,cases,2020-10-11T00:00:00Z,2020-10-11T17:29:58.907267Z,42,TRUE,29244,0.18,4,2020-11-07T00:00:00Z,TRUE,332193
GM,Germany,incident,deaths,2020-10-11T00:00:00Z,2020-10-11T17:30:53.923141Z,42,TRUE,80,0.1,1,2020-10-17T00:00:00Z,TRUE,332193
GM,Germany,incident,deaths,2020-10-11T00:00:00Z,2020-10-11T17:30:53.923141Z,42,TRUE,83,0.12,2,2020-10-24T00:00:00Z,TRUE,332193
GM,Germany,incident,deaths,2020-10-11T00:00:00Z,2020-10-11T17:30:53.923141Z,42,TRUE,90,0.15,3,2020-10-31T00:00:00Z,TRUE,332193
GM,Germany,incident,deaths,2020-10-11T00:00:00Z,2020-10-11T17:30:53.923141Z,42,TRUE,96,0.18,4,2020-11-07T00:00:00Z,TRUE,332193
PL,Poland,incident,cases,2020-10-11T00:00:00Z,2020-10-11T17:32:56.950278Z,42,TRUE,26438,0.2,1,2020-10-17T00:00:00Z,TRUE,332193
PL,Poland,incident,cases,2020-10-11T00:00:00Z,2020-10-11T17:32:56.950278Z,42,TRUE,31720,0.2,2,2020-10-24T00:00:00Z,TRUE,332193
PL,Poland,incident,cases,2020-10-11T00:00:00Z,2020-10-11T17:32:56.950278Z,42,TRUE,37322,0.2,3,2020-10-31T00:00:00Z,TRUE,332193
PL,Poland,incident,cases,2020-10-11T00:00:00Z,2020-10-11T17:32:56.950278Z,42,TRUE,45046.6244330927,0.2,4,2020-11-07T00:00:00Z,TRUE,332193
PL,Poland,incident,deaths,2020-10-11T00:00:00Z,2020-10-11T17:33:25.552653Z,42,TRUE,500,0.2,1,2020-10-17T00:00:00Z,TRUE,332193
PL,Poland,incident,deaths,2020-10-11T00:00:00Z,2020-10-11T17:33:25.552653Z,42,TRUE,622,0.2,2,2020-10-24T00:00:00Z,TRUE,332193
PL,Poland,incident,deaths,2020-10-11T00:00:00Z,2020-10-11T17:33:25.552653Z,42,TRUE,801,0.2,3,2020-10-31T00:00:00Z,TRUE,332193
PL,Poland,incident,deaths,2020-10-11T00:00:00Z,2020-10-11T17:33:25.552653Z,42,TRUE,1084.19963830413,0.2,4,2020-11-07T00:00:00Z,TRUE,332193
GM,Germany,incident,cases,2020-10-12T00:00:00Z,2020-10-12T18:09:52.399535Z,42,TRUE,30653,0.16,1,2020-10-17T00:00:00Z,FALSE,991083
GM,Germany,incident,cases,2020-10-12T00:00:00Z,2020-10-12T18:09:52.399535Z,42,TRUE,37980,0.15,2,2020-10-24T00:00:00Z,FALSE,991083
GM,Germany,incident,cases,2020-10-12T00:00:00Z,2020-10-12T18:09:52.399535Z,42,TRUE,41313,0.15,3,2020-10-31T00:00:00Z,FALSE,991083
GM,Germany,incident,cases,2020-10-12T00:00:00Z,2020-10-12T18:09:52.399535Z,42,TRUE,45008,0.15,4,2020-11-07T00:00:00Z,FALSE,991083
GM,Germany,incident,deaths,2020-10-12T00:00:00Z,2020-10-12T18:10:43.573797Z,42,TRUE,77,0.11,1,2020-10-17T00:00:00Z,FALSE,991083
GM,Germany,incident,deaths,2020-10-12T00:00:00Z,2020-10-12T18:10:43.573797Z,42,TRUE,80,0.11,2,2020-10-24T00:00:00Z,FALSE,991083
GM,Germany,incident,deaths,2020-10-12T00:00:00Z,2020-10-12T18:10:43.573797Z,42,TRUE,77,0.11,3,2020-10-31T00:00:00Z,FALSE,991083
GM,Germany,incident,deaths,2020-10-12T00:00:00Z,2020-10-12T18:10:43.573797Z,42,TRUE,80,0.11,4,2020-11-07T00:00:00Z,FALSE,991083
PL,Poland,incident,cases,2020-10-12T00:00:00Z,2020-10-12T18:11:20.203915Z,42,TRUE,26455,0.13,1,2020-10-17T00:00:00Z,FALSE,991083
PL,Poland,incident,cases,2020-10-12T00:00:00Z,2020-10-12T18:11:20.203915Z,42,TRUE,34813,0.13,2,2020-10-24T00:00:00Z,FALSE,991083
PL,Poland,incident,cases,2020-10-12T00:00:00Z,2020-10-12T18:11:20.203915Z,42,TRUE,40765,0.13,3,2020-10-31T00:00:00Z,FALSE,991083
PL,Poland,incident,cases,2020-10-12T00:00:00Z,2020-10-12T18:11:20.203915Z,42,TRUE,48752,0.13,4,2020-11-07T00:00:00Z,FALSE,991083
PL,Poland,incident,deaths,2020-10-12T00:00:00Z,2020-10-12T18:13:01.688543Z,42,TRUE,444,0.2,1,2020-10-17T00:00:00Z,FALSE,991083
PL,Poland,incident,deaths,2020-10-12T00:00:00Z,2020-10-12T18:13:01.688543Z,42,TRUE,617,0.2,2,2020-10-24T00:00:00Z,FALSE,991083
PL,Poland,incident,deaths,2020-10-12T00:00:00Z,2020-10-12T18:13:01.688543Z,42,TRUE,686,0.2,3,2020-10-31T00:00:00Z,FALSE,991083
PL,Poland,incident,deaths,2020-10-12T00:00:00Z,2020-10-12T18:13:01.688543Z,42,TRUE,928,0.2,4,2020-11-07T00:00:00Z,FALSE,991083
GM,Germany,incident,cases,2020-10-12T00:00:00Z,2020-10-12T19:46:43.253766Z,42,TRUE,24000,0.17,1,2020-10-17T00:00:00Z,FALSE,424666
GM,Germany,incident,cases,2020-10-12T00:00:00Z,2020-10-12T19:46:43.253766Z,42,TRUE,30000,0.25,2,2020-10-24T00:00:00Z,FALSE,424666
GM,Germany,incident,cases,2020-10-12T00:00:00Z,2020-10-12T19:46:43.253766Z,42,TRUE,36500,0.3,3,2020-10-31T00:00:00Z,FALSE,424666
GM,Germany,incident,cases,2020-10-12T00:00:00Z,2020-10-12T19:46:43.253766Z,42,TRUE,45000,0.35,4,2020-11-07T00:00:00Z,FALSE,424666
GM,Germany,incident,deaths,2020-10-12T00:00:00Z,2020-10-12T19:46:47.367330Z,42,TRUE,77,0.283841502439319,1,2020-10-17T00:00:00Z,FALSE,424666
GM,Germany,incident,deaths,2020-10-12T00:00:00Z,2020-10-12T19:46:47.367330Z,42,TRUE,77,0.283841502439319,2,2020-10-24T00:00:00Z,FALSE,424666
GM,Germany,incident,deaths,2020-10-12T00:00:00Z,2020-10-12T19:46:47.367330Z,42,TRUE,77,0.283841502439319,3,2020-10-31T00:00:00Z,FALSE,424666
GM,Germany,incident,deaths,2020-10-12T00:00:00Z,2020-10-12T19:46:47.367330Z,42,TRUE,77,0.283841502439319,4,2020-11-07T00:00:00Z,FALSE,424666
GM,Germany,incident,deaths,2020-10-12T00:00:00Z,2020-10-12T19:48:07.781132Z,42,TRUE,85,0.15,1,2020-10-17T00:00:00Z,FALSE,424666
GM,Germany,incident,deaths,2020-10-12T00:00:00Z,2020-10-12T19:48:07.781132Z,42,TRUE,100,0.2,2,2020-10-24T00:00:00Z,FALSE,424666
GM,Germany,incident,deaths,2020-10-12T00:00:00Z,2020-10-12T19:48:07.781132Z,42,TRUE,120,0.25,3,2020-10-31T00:00:00Z,FALSE,424666
GM,Germany,incident,deaths,2020-10-12T00:00:00Z,2020-10-12T19:48:07.781132Z,42,TRUE,140,0.3,4,2020-11-07T00:00:00Z,FALSE,424666
PL,Poland,incident,cases,2020-10-12T00:00:00Z,2020-10-12T19:52:00.910813Z,42,TRUE,30000,0.2,1,2020-10-17T00:00:00Z,FALSE,424666
PL,Poland,incident,cases,2020-10-12T00:00:00Z,2020-10-12T19:52:00.910813Z,42,TRUE,60000,0.25,2,2020-10-24T00:00:00Z,FALSE,424666
PL,Poland,incident,cases,2020-10-12T00:00:00Z,2020-10-12T19:52:00.910813Z,42,TRUE,1e+05,0.3,3,2020-10-31T00:00:00Z,FALSE,424666
PL,Poland,incident,cases,2020-10-12T00:00:00Z,2020-10-12T19:52:00.910813Z,42,TRUE,150000,0.35,4,2020-11-07T00:00:00Z,FALSE,424666
PL,Poland,incident,deaths,2020-10-12T00:00:00Z,2020-10-12T19:53:26.774148Z,42,TRUE,560,0.199995506659471,1,2020-10-17T00:00:00Z,FALSE,424666
PL,Poland,incident,deaths,2020-10-12T00:00:00Z,2020-10-12T19:53:26.774148Z,42,TRUE,900,0.25,2,2020-10-24T00:00:00Z,FALSE,424666
PL,Poland,incident,deaths,2020-10-12T00:00:00Z,2020-10-12T19:53:26.774148Z,42,TRUE,1400,0.3,3,2020-10-31T00:00:00Z,FALSE,424666
PL,Poland,incident,deaths,2020-10-12T00:00:00Z,2020-10-12T19:53:26.774148Z,42,TRUE,2300,0.35,4,2020-11-07T00:00:00Z,FALSE,424666
GM,Germany,incident,cases,2020-10-13T00:00:00Z,2020-10-13T08:09:33.044300Z,42,TRUE,27336,0.17,1,2020-10-17T00:00:00Z,FALSE,188218
GM,Germany,incident,cases,2020-10-13T00:00:00Z,2020-10-13T08:09:33.044300Z,42,TRUE,31330,0.18,2,2020-10-24T00:00:00Z,FALSE,188218
GM,Germany,incident,cases,2020-10-13T00:00:00Z,2020-10-13T08:09:33.044300Z,42,TRUE,32699,0.2,3,2020-10-31T00:00:00Z,FALSE,188218
GM,Germany,incident,cases,2020-10-13T00:00:00Z,2020-10-13T08:09:33.044300Z,42,TRUE,33336,0.22,4,2020-11-07T00:00:00Z,FALSE,188218
GM,Germany,incident,deaths,2020-10-13T00:00:00Z,2020-10-13T08:11:04.456303Z,42,TRUE,83,0.28,1,2020-10-17T00:00:00Z,FALSE,188218
GM,Germany,incident,deaths,2020-10-13T00:00:00Z,2020-10-13T08:11:04.456303Z,42,TRUE,91,0.29,2,2020-10-24T00:00:00Z,FALSE,188218
GM,Germany,incident,deaths,2020-10-13T00:00:00Z,2020-10-13T08:11:04.456303Z,42,TRUE,98,0.3,3,2020-10-31T00:00:00Z,FALSE,188218
GM,Germany,incident,deaths,2020-10-13T00:00:00Z,2020-10-13T08:11:04.456303Z,42,TRUE,105,0.31,4,2020-11-07T00:00:00Z,FALSE,188218
PL,Poland,incident,cases,2020-10-13T00:00:00Z,2020-10-13T08:12:47.206285Z,42,TRUE,25576,0.15,1,2020-10-17T00:00:00Z,FALSE,188218
PL,Poland,incident,cases,2020-10-13T00:00:00Z,2020-10-13T08:12:47.206285Z,42,TRUE,29966,0.16,2,2020-10-24T00:00:00Z,FALSE,188218
PL,Poland,incident,cases,2020-10-13T00:00:00Z,2020-10-13T08:12:47.206285Z,42,TRUE,31196,0.18,3,2020-10-31T00:00:00Z,FALSE,188218
PL,Poland,incident,cases,2020-10-13T00:00:00Z,2020-10-13T08:12:47.206285Z,42,TRUE,31950,0.19,4,2020-11-07T00:00:00Z,FALSE,188218
PL,Poland,incident,deaths,2020-10-13T00:00:00Z,2020-10-13T08:15:18.224628Z,42,TRUE,430,0.2,1,2020-10-17T00:00:00Z,FALSE,188218
PL,Poland,incident,deaths,2020-10-13T00:00:00Z,2020-10-13T08:15:18.224628Z,42,TRUE,481,0.22,2,2020-10-24T00:00:00Z,FALSE,188218
PL,Poland,incident,deaths,2020-10-13T00:00:00Z,2020-10-13T08:15:18.224628Z,42,TRUE,516,0.24,3,2020-10-31T00:00:00Z,FALSE,188218
PL,Poland,incident,deaths,2020-10-13T00:00:00Z,2020-10-13T08:15:18.224628Z,42,TRUE,532,0.26,4,2020-11-07T00:00:00Z,FALSE,188218
GM,Germany,incident,cases,2020-10-13T00:00:00Z,2020-10-13T13:24:46.478402Z,42,TRUE,26903,0.17,1,2020-10-17T00:00:00Z,FALSE,492860
GM,Germany,incident,cases,2020-10-13T00:00:00Z,2020-10-13T13:24:46.478402Z,42,TRUE,32861,0.17,2,2020-10-24T00:00:00Z,FALSE,492860
GM,Germany,incident,cases,2020-10-13T00:00:00Z,2020-10-13T13:24:46.478402Z,42,TRUE,38324,0.17,3,2020-10-31T00:00:00Z,FALSE,492860
GM,Germany,incident,cases,2020-10-13T00:00:00Z,2020-10-13T13:24:46.478402Z,42,TRUE,42541.5312635742,0.17,4,2020-11-07T00:00:00Z,FALSE,492860
GM,Germany,incident,cases,2020-10-13T00:00:00Z,2020-10-13T13:24:52.165552Z,42,TRUE,26903,0.17,1,2020-10-17T00:00:00Z,FALSE,492860
GM,Germany,incident,cases,2020-10-13T00:00:00Z,2020-10-13T13:24:52.165552Z,42,TRUE,32861,0.17,2,2020-10-24T00:00:00Z,FALSE,492860
GM,Germany,incident,cases,2020-10-13T00:00:00Z,2020-10-13T13:24:52.165552Z,42,TRUE,38324,0.17,3,2020-10-31T00:00:00Z,FALSE,492860
GM,Germany,incident,cases,2020-10-13T00:00:00Z,2020-10-13T13:24:52.165552Z,42,TRUE,42541.5312635742,0.17,4,2020-11-07T00:00:00Z,FALSE,492860
GM,Germany,incident,deaths,2020-10-13T00:00:00Z,2020-10-13T13:25:21.284037Z,42,TRUE,77,0.28,1,2020-10-17T00:00:00Z,FALSE,492860
GM,Germany,incident,deaths,2020-10-13T00:00:00Z,2020-10-13T13:25:21.284037Z,42,TRUE,86,0.28,2,2020-10-24T00:00:00Z,FALSE,492860
GM,Germany,incident,deaths,2020-10-13T00:00:00Z,2020-10-13T13:25:21.284037Z,42,TRUE,93,0.3,3,2020-10-31T00:00:00Z,FALSE,492860
GM,Germany,incident,deaths,2020-10-13T00:00:00Z,2020-10-13T13:25:21.284037Z,42,TRUE,97,0.32,4,2020-11-07T00:00:00Z,FALSE,492860
PL,Poland,incident,cases,2020-10-13T00:00:00Z,2020-10-13T13:26:14.218976Z,42,TRUE,27199,0.13,1,2020-10-17T00:00:00Z,FALSE,492860
PL,Poland,incident,cases,2020-10-13T00:00:00Z,2020-10-13T13:26:14.218976Z,42,TRUE,35320,0.15,2,2020-10-24T00:00:00Z,FALSE,492860
PL,Poland,incident,cases,2020-10-13T00:00:00Z,2020-10-13T13:26:14.218976Z,42,TRUE,40111,0.16,3,2020-10-31T00:00:00Z,FALSE,492860
PL,Poland,incident,cases,2020-10-13T00:00:00Z,2020-10-13T13:26:14.218976Z,42,TRUE,42486,0.2,4,2020-11-07T00:00:00Z,FALSE,492860
PL,Poland,incident,deaths,2020-10-13T00:00:00Z,2020-10-13T13:27:04.442147Z,42,TRUE,488,0.2,1,2020-10-17T00:00:00Z,FALSE,492860
PL,Poland,incident,deaths,2020-10-13T00:00:00Z,2020-10-13T13:27:04.442147Z,42,TRUE,662,0.25,2,2020-10-24T00:00:00Z,FALSE,492860
PL,Poland,incident,deaths,2020-10-13T00:00:00Z,2020-10-13T13:27:04.442147Z,42,TRUE,752,0.3,3,2020-10-31T00:00:00Z,FALSE,492860
PL,Poland,incident,deaths,2020-10-13T00:00:00Z,2020-10-13T13:27:04.442147Z,42,TRUE,836,0.4,4,2020-11-07T00:00:00Z,FALSE,492860
